Index,Metrics,Value
333,stars,0
333,size,12492
333,Forks,0
333,Age,0
334,commits,80
334,stars,2
334,size,50738
334,Contributors,3
334,Forks,0
334,Age,3
335,commits,5
335,stars,0
335,size,110
335,Contributors,1
335,Forks,0
335,Age,5
336,commits,15
336,stars,0
336,size,30847
336,Contributors,1
336,Forks,3
336,Age,0
337,commits,71
337,stars,12
337,size,436
337,Contributors,1
337,Forks,5
337,Age,0
338,commits,103
338,stars,5
338,size,11798
338,Contributors,2
338,Forks,0
338,Age,3
339,commits,5
339,stars,0
339,size,217
339,Contributors,3
339,Forks,0
339,Age,8
340,commits,2
340,stars,0
340,size,40821
340,Contributors,1
340,Forks,0
340,Age,0
341,commits,28
341,stars,6
341,size,1627
341,Contributors,3
341,Forks,0
341,Age,3
342,commits,3
342,stars,0
342,size,183
342,Contributors,1
342,Forks,0
342,Age,0
343,commits,4
343,stars,2
343,size,12
343,Contributors,1
343,Forks,2
343,Age,0
344,commits,3
344,stars,2
344,size,664
344,Contributors,1
344,Forks,1
344,Age,5
345,commits,4
345,stars,0
345,size,447
345,Contributors,1
345,Forks,0
345,Age,0
346,commits,175
346,size,19173
346,Age,3
347,commits,5
347,stars,0
347,size,3769
347,Contributors,1
347,Forks,0
347,Age,0
348,commits,5
348,stars,0
348,size,114
348,Contributors,1
348,Forks,0
348,Age,0
349,commits,15
349,stars,0
349,size,983
349,Contributors,1
349,Forks,2
349,Age,1
350,commits,62
350,stars,1
350,Contributors,1
350,Forks,0
350,Age,5
351,commits,1
351,stars,0
351,size,139270
351,Contributors,1
351,Forks,0
351,Age,0
352,commits,12
352,stars,0
352,size,5951
352,Contributors,2
352,Forks,0
352,Age,0
353,commits,29
353,stars,4
353,Contributors,1
353,Forks,0
353,Age,7
354,commits,7
354,stars,0
354,size,57
354,Contributors,1
354,Forks,0
354,Age,1
355,commits,6
355,stars,1
355,size,268
355,Contributors,1
355,Forks,0
355,Age,9
356,commits,4
356,stars,9
356,size,293
356,Contributors,1
356,Age,0
357,commits,26
357,stars,0
357,size,218
357,Contributors,2
357,Forks,0
357,Age,2
358,commits,34
358,stars,0
358,size,1549
358,Contributors,1
358,Forks,0
358,Age,2
359,commits,1
359,stars,0
359,size,231461
359,Contributors,1
359,Forks,0
359,Age,0
360,commits,1
360,stars,0
360,size,273672
360,Contributors,1
360,Forks,0
360,Age,0
361,commits,4
361,stars,0
361,size,1533
361,Contributors,1
361,Forks,0
361,Age,0
362,commits,67
362,stars,1
362,size,93354
362,Contributors,1
362,Forks,0
362,Age,5
363,commits,49
363,stars,0
363,size,993
363,Contributors,5
363,Forks,1
363,Age,0
364,commits,15
364,stars,0
364,size,1281
364,Contributors,1
364,Forks,1
364,Age,0
365,commits,88
365,stars,19
365,size,1136
365,Contributors,1
365,Forks,7
365,Age,8
366,commits,94
366,stars,2
366,size,13413
366,Contributors,1
366,Forks,0
366,Age,5
367,commits,11
367,stars,0
367,size,49
367,Contributors,1
367,Forks,0
367,Age,0
368,commits,10
368,stars,0
368,size,20738
368,Contributors,1
368,Forks,0
368,Age,4
369,commits,17
369,stars,1
369,size,47
369,Contributors,3
369,Forks,1
369,Age,0
370,commits,92
370,stars,0
370,size,192
370,Contributors,1
370,Forks,0
370,Age,2
371,commits,6
371,stars,0
371,size,3485
371,Contributors,2
371,Forks,0
371,Age,1
372,commits,164
372,stars,0
372,size,4323
372,Contributors,6
372,Forks,2
372,Age,0
373,commits,31
373,size,23059
373,Contributors,1
373,Age,3
374,commits,14
374,stars,17
374,size,1728
374,Contributors,1
374,Forks,7
374,Age,1
375,commits,4
375,stars,0
375,size,38
375,Contributors,1
375,Forks,0
375,Age,0
376,commits,18
376,stars,0
376,size,140
376,Contributors,1
376,Forks,0
376,Age,6
377,commits,52
377,stars,0
377,size,11970
377,Contributors,1
377,Forks,0
377,Age,2
378,commits,3
378,stars,0
378,size,5494
378,Contributors,2
378,Forks,1
378,Age,0
379,commits,17
379,stars,8
379,size,235692
379,Contributors,5
379,Forks,9
379,Age,9
380,commits,7
380,stars,0
380,size,459
380,Contributors,1
380,Forks,0
380,Age,0
381,commits,10
381,stars,5
381,size,15854
381,Contributors,1
381,Forks,0
381,Age,1
382,commits,17
382,stars,1
382,size,39
382,Contributors,1
382,Forks,1
382,Age,6
383,commits,7
383,stars,0
383,size,10864
383,Contributors,1
383,Forks,0
383,Age,0
384,commits,10
384,stars,0
384,size,880
384,Contributors,3
384,Forks,0
384,Age,1
385,commits,3
385,stars,0
385,size,10470
385,Contributors,1
385,Forks,0
385,Age,8
386,commits,1
386,stars,1
386,Contributors,1
386,Forks,1
386,Age,0
387,commits,93
387,stars,0
387,size,1984
387,Contributors,1
387,Forks,0
387,Age,0
388,commits,35
388,stars,0
388,size,65300
388,Contributors,1
388,Forks,0
388,Age,0
389,commits,6
389,size,18898
389,Contributors,1
389,Age,9
390,commits,7
390,stars,0
390,size,637
390,Contributors,1
390,Forks,0
390,Age,0
391,commits,231
391,size,174
391,Contributors,5
391,Forks,5
391,Age,9
392,commits,9
392,stars,0
392,size,152
392,Contributors,1
392,Forks,0
392,Age,0
393,commits,25
393,stars,2
393,size,268374
393,Contributors,1
393,Forks,0
393,Age,4
394,commits,365
394,stars,0
394,Contributors,3
394,Forks,0
394,Age,3
395,commits,2
395,stars,0
395,size,356
395,Contributors,1
395,Forks,0
395,Age,0
396,commits,3
396,stars,1
396,size,81
396,Contributors,1
396,Forks,0
396,Age,0
397,commits,8
397,stars,7
397,size,4653
397,Contributors,1
397,Age,0
398,commits,62
398,stars,0
398,size,7957
398,Contributors,1
398,Forks,0
398,Age,8
399,commits,47
399,stars,1
399,size,94509
399,Contributors,1
399,Forks,0
399,Age,0
400,commits,7
400,stars,0
400,size,3
400,Contributors,1
400,Forks,0
400,Age,0
401,commits,2
401,stars,0
401,size,51
401,Contributors,1
401,Forks,0
401,Age,0
402,commits,110
402,stars,0
402,size,178620
402,Contributors,1
402,Forks,0
402,Age,0
403,commits,37
403,stars,0
403,size,185669
403,Contributors,1
403,Forks,0
403,Age,0
404,commits,14
404,stars,0
404,size,76152
404,Contributors,1
404,Forks,0
404,Age,3
405,commits,48
405,stars,20
405,size,7672
405,Contributors,0
405,Forks,5
405,Age,2
406,commits,100
406,stars,1
406,size,10627
406,Contributors,2
406,Forks,0
406,Age,0
407,commits,292
407,stars,0
407,Contributors,2
407,Forks,0
407,Age,2
408,commits,3
408,stars,0
408,size,18538
408,Contributors,0
408,Forks,1
408,Age,4
409,commits,4
409,stars,2
409,size,27216
409,Contributors,2
409,Forks,1
409,Age,0
410,commits,167
410,stars,1
410,size,8753
410,Contributors,1
410,Forks,0
410,Age,1
411,commits,119
411,stars,0
411,size,31508
411,Contributors,3
411,Forks,0
411,Age,1
412,commits,365
412,stars,0
412,Contributors,3
412,Forks,1
412,Age,3
413,commits,22
413,stars,1
413,size,37312
413,Contributors,2
413,Forks,1
413,Age,9
414,commits,31
414,stars,1
414,size,547
414,Contributors,1
414,Forks,0
414,Age,8
415,commits,4
415,stars,0
415,size,87057
415,Contributors,1
415,Forks,0
415,Age,0
416,commits,10
416,stars,1
416,size,21233
416,Contributors,1
416,Forks,0
416,Age,6
417,commits,25
417,stars,3
417,size,260851
417,Contributors,1
417,Forks,4
417,Age,2
418,commits,1
418,stars,0
418,size,93
418,Contributors,1
418,Forks,0
418,Age,0
419,commits,43
419,stars,0
419,size,152110
419,Contributors,1
419,Forks,0
419,Age,7
420,commits,7
420,stars,0
420,size,168435
420,Contributors,1
420,Forks,0
420,Age,0
421,commits,11
421,stars,4
421,size,41655
421,Contributors,1
421,Forks,4
421,Age,0
422,commits,145
422,stars,0
422,size,132861
422,Contributors,1
422,Forks,0
423,commits,91
423,stars,1
423,size,881
423,Contributors,1
423,Forks,0
423,Age,5
424,commits,322
424,stars,0
424,size,32151
424,Contributors,1
424,Forks,0
424,Age,1
425,commits,1
425,stars,0
425,size,236990
425,Contributors,1
425,Forks,1
425,Age,0
426,commits,34
426,stars,8
426,size,1463
426,Contributors,1
426,Forks,0
426,Age,3
427,commits,2
427,stars,0
427,size,3093
427,Contributors,1
427,Forks,0
427,Age,0
428,commits,4
428,stars,0
428,size,49970
428,Contributors,1
428,Forks,0
428,Age,1
429,commits,93
429,stars,0
429,size,2089
429,Contributors,1
429,Forks,0
429,Age,5
430,commits,4
430,stars,0
430,size,40
430,Contributors,1
430,Forks,0
430,Age,0
431,commits,19
431,stars,0
431,size,19966
431,Contributors,0
431,Forks,0
431,Age,6
432,commits,159
432,stars,0
432,size,227989
432,Contributors,1
432,Forks,0
432,Age,0
433,commits,25
433,stars,1
433,size,434
433,Contributors,1
433,Forks,0
433,Age,8
434,commits,115
434,stars,3
434,size,25980
434,Forks,4
434,Age,0
435,commits,372
435,Contributors,4
435,Age,8
436,commits,2
436,stars,1
436,size,37922
436,Contributors,1
436,Forks,0
436,Age,0
437,commits,3
437,stars,0
437,size,57812
437,Contributors,1
437,Forks,0
437,Age,0
438,commits,58
438,stars,0
438,size,538
438,Contributors,1
438,Forks,0
438,Age,1
439,commits,178
439,stars,1
439,size,155633
439,Contributors,3
439,Forks,2
439,Age,7
440,commits,24
440,stars,0
440,size,328
440,Contributors,1
440,Forks,0
440,Age,2
441,commits,58
441,stars,0
441,size,141670
441,Contributors,5
441,Forks,0
441,Age,9
442,commits,2
442,stars,2
442,size,8722
442,Contributors,1
442,Forks,3
442,Age,0
443,commits,5
443,stars,0
443,size,4913
443,Contributors,1
443,Forks,0
443,Age,0
444,commits,1
444,stars,0
444,size,18897
444,Contributors,1
444,Forks,0
444,Age,0
445,commits,44
445,size,92145
445,Contributors,1
445,Age,6
446,commits,2
446,stars,0
446,size,3941
446,Contributors,1
446,Forks,0
446,Age,0
447,commits,365
447,stars,0
447,Contributors,3
447,Forks,0
447,Age,3
448,commits,1
448,stars,0
448,size,7
448,Contributors,1
448,Forks,0
448,Age,0
449,commits,13
449,stars,0
449,size,58524
449,Contributors,1
449,Forks,0
449,Age,0
450,commits,8
450,stars,11
450,size,15467
450,Contributors,1
450,Forks,7
450,Age,0
451,commits,5
451,stars,1
451,size,5032
451,Contributors,1
451,Forks,0
451,Age,0
452,commits,2
452,stars,0
452,size,25033
452,Contributors,1
452,Forks,0
452,Age,0
453,commits,365
453,stars,3
453,Contributors,3
453,Forks,0
453,Age,0
454,commits,98
454,stars,3
454,size,20476
454,Contributors,7
454,Forks,2
454,Age,3
455,commits,8
455,stars,2
455,size,729
455,Contributors,1
455,Forks,0
455,Age,1
456,commits,9
456,stars,3
456,size,51087
456,Contributors,1
456,Forks,0
456,Age,6
457,commits,45
457,stars,0
457,size,28653
457,Contributors,1
457,Forks,0
457,Age,9
458,commits,113
458,stars,1
458,size,31518
458,Contributors,3
458,Forks,0
458,Age,8
459,commits,86
459,stars,2
459,Contributors,1
459,Forks,1
460,commits,4
460,stars,0
460,size,123
460,Contributors,1
460,Forks,0
460,Age,2
461,commits,365
461,stars,0
461,Contributors,3
461,Forks,1
461,Age,4
462,commits,25
462,stars,0
462,size,1884
462,Contributors,1
462,Forks,0
462,Age,2
463,commits,2
463,stars,0
463,size,270700
463,Contributors,1
463,Forks,0
463,Age,0
464,commits,23
464,stars,0
464,size,14192
464,Contributors,2
464,Forks,0
464,Age,0
465,commits,78
465,stars,2
465,size,26071
465,Contributors,2
465,Forks,0
465,Age,0
466,commits,4
466,stars,0
466,size,17
466,Contributors,1
466,Forks,0
466,Age,0
467,commits,16
467,stars,0
467,size,2264
467,Contributors,1
467,Forks,0
467,Age,5
468,commits,20
468,stars,0
468,size,5029
468,Contributors,4
468,Forks,2
468,Age,0
469,commits,30
469,stars,0
469,size,13974
469,Contributors,1
469,Forks,0
469,Age,0
470,commits,68
470,stars,9
470,size,610
470,Contributors,2
470,Forks,0
470,Age,2
471,commits,4
471,stars,1
471,size,23
471,Contributors,1
471,Forks,0
471,Age,0
472,commits,2
472,stars,0
472,size,8800
472,Contributors,1
472,Forks,0
472,Age,2
473,commits,1
473,stars,0
473,size,4107
473,Contributors,1
473,Forks,0
473,Age,0
474,commits,8
474,stars,0
474,size,2086
474,Contributors,1
474,Forks,0
474,Age,0
475,commits,12
475,stars,0
475,size,49882
475,Contributors,1
475,Forks,0
475,Age,0
476,commits,105
476,stars,0
476,Contributors,1
476,Forks,0
476,Age,1
477,commits,1
477,stars,0
477,size,47734
477,Contributors,1
477,Forks,0
477,Age,0
478,commits,9
478,stars,1
478,size,75672
478,Contributors,4
478,Forks,0
478,Age,0
479,commits,250
479,stars,1
479,size,1595
479,Contributors,1
479,Forks,0
480,commits,15
480,stars,5
480,size,1357
480,Contributors,1
480,Forks,2
480,Age,3
481,commits,6
481,stars,2
481,size,5733
481,Contributors,1
481,Forks,1
481,Age,5
482,commits,31
482,stars,0
482,size,27369
482,Contributors,1
482,Forks,0
482,Age,0
483,commits,4
483,stars,0
483,size,7313
483,Contributors,1
483,Forks,0
483,Age,0
484,commits,49
484,stars,11
484,size,263385
484,Contributors,3
484,Age,2
485,commits,6
485,stars,1
485,size,10012
485,Contributors,1
485,Forks,0
485,Age,0
486,commits,19
486,stars,0
486,size,21501
486,Contributors,1
486,Forks,0
486,Age,3
487,commits,26
487,stars,0
487,size,116
487,Contributors,1
487,Forks,1
487,Age,0
488,commits,14
488,stars,3
488,size,1494
488,Contributors,1
488,Forks,0
488,Age,0
489,commits,109
489,stars,3
489,size,164203
489,Contributors,2
489,Forks,0
489,Age,0
490,commits,23
490,stars,0
490,size,28063
490,Contributors,2
490,Forks,0
490,Age,2
491,commits,151
491,size,64562
491,Contributors,3
491,Age,4
492,commits,2
492,stars,0
492,size,1753
492,Contributors,1
492,Forks,0
492,Age,0
493,commits,127
493,stars,0
493,size,101931
493,Contributors,1
493,Forks,0
493,Age,1
494,commits,42
494,stars,0
494,Contributors,2
494,Forks,0
494,Age,1
495,commits,71
495,stars,1
495,Contributors,1
495,Forks,0
495,Age,3
496,commits,400
496,size,280716
497,commits,48
497,stars,0
497,size,7661
497,Contributors,0
497,Forks,0
497,Age,0
498,commits,1
498,stars,1
498,size,24185
498,Contributors,1
498,Forks,1
498,Age,0
499,commits,11
499,stars,0
499,size,40
499,Contributors,1
499,Forks,0
499,Age,1
500,commits,15
500,stars,0
500,size,1164
500,Contributors,1
500,Forks,0
500,Age,7
501,commits,80
501,stars,2
501,size,35383
501,Contributors,1
501,Forks,0
501,Age,2
502,commits,6
502,stars,0
502,size,1533
502,Contributors,1
502,Forks,0
502,Age,0
503,commits,28
503,stars,0
503,size,58577
503,Contributors,1
503,Forks,0
503,Age,4
504,commits,30
504,stars,0
504,size,43061
504,Contributors,3
504,Forks,1
504,Age,1
505,commits,121
505,stars,1
505,Contributors,3
505,Forks,0
505,Age,3
506,commits,9
506,size,24743
506,Contributors,1
506,Age,8
507,commits,5
507,stars,0
507,size,3693
507,Contributors,1
507,Forks,0
507,Age,3
508,stars,4
508,Contributors,2
508,Forks,0
508,Age,1
509,commits,367
509,stars,0
509,Contributors,3
509,Forks,0
509,Age,7
510,commits,3
510,stars,0
510,size,33284
510,Contributors,1
510,Forks,0
510,Age,4
511,commits,113
511,stars,0
511,size,31518
511,Contributors,3
511,Forks,0
511,Age,8
512,commits,33
512,stars,0
512,size,254
512,Contributors,1
512,Forks,0
512,Age,6
513,commits,16
513,stars,1
513,size,973
513,Contributors,0
513,Forks,1
513,Age,3
514,commits,259
514,stars,3
514,size,7002
514,Contributors,1
514,Forks,0
515,commits,2
515,stars,0
515,size,18226
515,Contributors,1
515,Forks,0
515,Age,0
516,commits,46
516,stars,2
516,size,1404
516,Contributors,1
516,Forks,8
516,Age,2
517,commits,25
517,stars,3
517,size,3403
517,Contributors,4
517,Forks,0
517,Age,4
518,commits,22
518,stars,1
518,size,76978
518,Contributors,1
518,Forks,0
518,Age,4
519,commits,107
519,stars,0
519,size,107427
519,Contributors,1
519,Forks,0
519,Age,0
520,commits,29
520,stars,5
520,size,1345
520,Contributors,1
520,Forks,0
520,Age,2
521,commits,19
521,stars,0
521,size,24
521,Contributors,1
521,Forks,0
521,Age,0
522,stars,0
522,size,5766
522,Forks,0
522,Age,0
523,commits,30
523,stars,1
523,size,7619
523,Contributors,1
523,Forks,2
523,Age,6
524,commits,35
524,stars,1
524,size,964
524,Contributors,1
524,Forks,1
524,Age,0
525,commits,8
525,stars,1
525,size,627
525,Contributors,0
525,Forks,0
525,Age,0
526,commits,118
526,stars,0
526,size,52970
526,Contributors,1
526,Forks,0
526,Age,6
527,commits,8
527,stars,0
527,size,5873
527,Contributors,0
527,Forks,0
527,Age,3
528,stars,0
528,size,4999
528,Forks,0
528,Age,0
529,commits,85
529,stars,0
529,size,187547
529,Contributors,4
529,Forks,0
529,Age,1
530,commits,13
530,stars,0
530,size,258
530,Contributors,1
530,Forks,0
530,Age,2
531,commits,88
531,stars,0
531,size,253835
531,Contributors,1
531,Forks,1
531,Age,3
532,commits,56
532,stars,0
532,size,136
532,Contributors,1
532,Forks,0
532,Age,0
533,commits,37
533,stars,8
533,size,84272
533,Contributors,1
533,Forks,4
533,Age,9
534,stars,0
534,size,6088
534,Forks,0
534,Age,0
535,commits,16
535,stars,0
535,size,6655
535,Contributors,1
535,Forks,0
535,Age,1
536,commits,49
536,stars,0
536,size,87655
536,Contributors,5
536,Forks,1
536,Age,2
537,commits,18
537,stars,0
537,size,34
537,Contributors,2
537,Forks,0
537,Age,1
538,commits,6
538,stars,0
538,size,3801
538,Contributors,1
538,Forks,0
538,Age,0
539,commits,348
539,stars,12
539,Contributors,1
539,Forks,1
539,Age,8
540,commits,22
540,stars,0
540,Contributors,1
540,Forks,0
540,Age,3
541,commits,67
541,stars,1
541,size,173752
541,Contributors,0
541,Forks,1
541,Age,2
542,stars,0
542,size,4978
542,Forks,0
542,Age,0
543,commits,12
543,stars,0
543,size,7179
543,Contributors,1
543,Forks,0
543,Age,2
544,commits,19
544,stars,0
544,size,24245
544,Contributors,1
544,Forks,0
545,commits,38
545,stars,0
545,size,3397
545,Contributors,3
545,Forks,2
545,Age,3
546,commits,7
546,stars,0
546,size,71102
546,Contributors,0
546,Forks,0
546,Age,0
547,commits,10
547,stars,0
547,size,47054
547,Contributors,1
547,Forks,0
547,Age,6
548,commits,9
548,stars,1
548,size,34780
548,Contributors,1
548,Forks,2
548,Age,0
549,commits,20
549,stars,0
549,size,4655
